Pollster,Start Date,End Date,Release Date/Time (ET),Number of Observations,Population,Mode,Favorable,Unfavorable,Undecided,Pollster URL,Source URL,Source URL
Quinnipiac,2010-11-08,2010-11-15,2010-11-22 12:44:56,2424,Registered Voters,Phone,48,48,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-10653,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1538,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1538
Politico / Penn Schoen Berland,2010-11-08,2010-11-11,2010-11-16 10:55:05,1668,Adults,Internet,45,47,8,http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-10632,http://www.politico.com/static/PPM182_101115_report_nov.html,http://www.politico.com/static/PPM182_101115_report_nov.html
AP-GfK,2010-11-03,2010-11-08,2010-11-10 16:36:02,1000,Adults,Phone,55,44,1,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-10598,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20November%202010%20Topline.pdf,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20November%202010%20Topline.pdf
Democracy Corps (D)/Resurgent Republic (R),2010-11-02,2010-11-03,2010-11-09 11:40:37,800,Likely Voters,Phone,47,52,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-resurgent-republic-r-10586,http://www.democracycorps.com/wp-content/files/dcorrr110310fq.pdf,http://www.democracycorps.com/wp-content/files/dcorrr110310fq.pdf
CNN,2010-10-27,2010-10-30,2010-10-31 11:11:51,1006,Adults,Phone,48,48,3,http://elections.huffingtonpost.com/pollster/polls/cnn-10424,http://politicalticker.blogs.cnn.com/2010/11/04/cnn-poll-obama-vs-palin-in-2012/,http://politicalticker.blogs.cnn.com/2010/11/04/cnn-poll-obama-vs-palin-in-2012/
FOX,2010-10-23,2010-10-28,2010-10-29 18:30:51,1200,Registered Voters,Phone,47,48,1,http://elections.huffingtonpost.com/pollster/polls/fox-10397,http://www.foxnews.com/projects/pdf/102910_election_web.pdf,http://www.foxnews.com/projects/pdf/102910_election_web.pdf
Bloomberg,2010-10-24,2010-10-26,2010-10-28 10:35:28,1000,Likely Voters,Phone,49,48,3,http://elections.huffingtonpost.com/pollster/polls/bloomberg-10307,http://media.bloomberg.com/bb/avfile/r4ALMAAvZglg,http://media.bloomberg.com/bb/avfile/r4ALMAAvZglg
Marist/McClatchy,2010-10-22,2010-10-26,2010-10-28 11:50:48,807,Registered Voters,Phone,54,41,5,http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-10313,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US101021/McClatchy/McClatchy_Marist%20Poll_National%20Survey_October%2027,%202010.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US101021/McClatchy/McClatchy_Marist%20Poll_National%20Survey_October%2027,%202010.pdf"
Democracy Corps (D),2010-10-23,2010-10-25,2010-11-01 17:55:02,800,Likely Voters,Phone,46,44,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-10512,http://www.democracycorps.com/wp-content/files/dcor102510fq13.pdf,http://www.democracycorps.com/wp-content/files/dcor102510fq13.pdf
GWU/Politico (Lake/Tarrance),2010-10-17,2010-10-20,2010-10-25 11:00:37,1000,Likely Voters,Phone,46,51,4,http://elections.huffingtonpost.com/pollster/polls/gwu-politico-lake-tarrance-10174,http://www.tarrance.com/wp-content/uploads/2010/10/BG-42-questionnaire-w-o-gw.pdf,http://www.tarrance.com/wp-content/uploads/2010/10/BG-42-questionnaire-w-o-gw.pdf
AP-GfK,2010-10-13,2010-10-18,2010-10-20 17:00:23,1501,Adults,Phone,57,43,,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-10069,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20October%202010%20full%20topline.pdf,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20October%202010%20full%20topline.pdf
Gallup,2010-10-14,2010-10-17,2010-10-25 10:58:31,1029,Adults,Phone,47,50,3,http://elections.huffingtonpost.com/pollster/polls/gallup-10173,http://www.gallup.com/poll/143921/Obama-Approval-Rating-New-Low-Recent-Quarter.aspx,http://www.gallup.com/poll/143921/Obama-Approval-Rating-New-Low-Recent-Quarter.aspx
Bloomberg,2010-10-07,2010-10-10,2010-10-12 08:38:31,1000,Adults,Phone,53,44,3,http://elections.huffingtonpost.com/pollster/polls/bloomberg-9817,http://media.bloomberg.com/bb/avfile/r2pmSgPEkof0,http://media.bloomberg.com/bb/avfile/r2pmSgPEkof0
AP/Knowledge Networks,2010-09-17,2010-10-07,2010-10-18 11:38:52,1254,Adults,Internet,46,44,7,http://elections.huffingtonpost.com/pollster/polls/ap-knowledge-networks-9975,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave12_Topline_First%20Release.pdf,http://surveys.ap.org/data/KnowledgeNetworks/AP_Election_Wave12_Topline_First%20Release.pdf
CBS,2010-10-01,2010-10-05,2010-10-07 20:53:44,1018,Registered Voters,Phone,42,39,15,http://elections.huffingtonpost.com/pollster/polls/cbs-9751,http://www.cbsnews.com/stories/2010/10/07/politics/main6937097.shtml?tag=contentMain;contentBody,http://www.cbsnews.com/stories/2010/10/07/politics/main6937097.shtml?tag=contentMain;contentBody
Marist/McClatchy,2010-09-30,2010-10-05,2010-10-08 12:03:33,813,Registered Voters,Phone,50,47,3,http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-9763,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US100930/Complete%20October%208,%202010%20USA%20Poll%20Release%20and%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US100930/Complete%20October%208,%202010%20USA%20Poll%20Release%20and%20Tables.pdf"
Democracy Corps (D),2010-10-02,2010-10-04,2010-10-06 14:22:43,1000,Likely Voters,Phone,45,54,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-9676,http://www.democracycorps.com/wp-content/files/dcor100410fq10.pdf,http://www.democracycorps.com/wp-content/files/dcor100410fq10.pdf
NBC/WSJ,2010-09-22,2010-09-26,2010-09-28 22:47:07,1000,Adults,Phone,47,41,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-9476,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/Sept_Poll_WSJ_NBC.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/Sept_Poll_WSJ_NBC.pdf
GWU/Politico (Lake/Tarrance),2010-09-19,2010-09-22,2010-09-27 10:03:29,1000,Likely Voters,Phone,54,45,2,http://elections.huffingtonpost.com/pollster/polls/gwu-politico-lake-tarrance-9351,http://www.tarrance.com/wp-content/uploads/2010/09/BG-41-questionnaire.pdf,http://www.tarrance.com/wp-content/uploads/2010/09/BG-41-questionnaire.pdf
Politico / Penn Schoen Berland,2010-09-09,2010-09-16,2010-09-22 15:55:07,1668,Adults,Internet,48,48,3,http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-9234,http://www.politico.com/static/PPM41_1politico_crosstabs_september_2010.html,http://www.politico.com/static/PPM41_1politico_crosstabs_september_2010.html
GWU/Politico (Lake/Tarrance),2010-09-07,2010-09-09,2010-09-16 09:28:37,1000,Likely Voters,Phone,53,44,3,http://elections.huffingtonpost.com/pollster/polls/gwu-politico-lake-tarrance-9136,http://www.tarrance.com/wp-content/uploads/2010/09/BG-40-Questionnaire.pdf,http://www.tarrance.com/wp-content/uploads/2010/09/BG-40-Questionnaire.pdf
Quinnipiac,2010-08-31,2010-09-07,2010-09-09 08:12:58,1907,Registered Voters,Phone,47,45,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-9022,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1496,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1496
FOX,2010-09-01,2010-09-02,2010-09-04 12:53:30,900,Registered Voters,Phone,50,46,4,http://elections.huffingtonpost.com/pollster/polls/fox-8976,http://www.pollster.com/blogs/us_national_survey_fox_912.php,http://www.pollster.com/blogs/us_national_survey_fox_912.php
Democracy Corps (D),2010-08-30,2010-09-02,2010-09-08 14:54:37,1000,Likely Voters,Phone,44,43,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-9014,http://www.democracycorps.com/wp-content/files/dcor090210fq8.pdf,http://www.democracycorps.com/wp-content/files/dcor090210fq8.pdf
NBC/WSJ,2010-08-26,2010-08-30,2010-09-07 10:13:48,1000,Adults,Phone,46,41,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-8984,http://www.pollster.com/blogs/us_national_survey_nbcwsj_8263.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_8263.php
AP-GfK,2010-08-11,2010-08-16,2010-08-18 11:09:50,1007,Adults,Phone,56,43,1,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-8753,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20August%20Topline%20Final%20081710%201st%20release.pdf,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20August%20Topline%20Final%20081710%201st%20release.pdf
Politico / Penn Schoen Berland,2010-08-06,2010-08-11,2010-08-17 11:16:35,1668,Adults,Internet,51,46,4,http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-8733,http://www.politico.com/static/PPM152_1008013_politicoreport.html,http://www.politico.com/static/PPM152_1008013_politicoreport.html
NBC/WSJ,2010-08-05,2010-08-09,2010-08-11 21:37:08,1000,Adults,Phone,46,41,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-8678,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/Aug%20NBC-WSJ%20Filled-in%20_for%208-11-10%20release_.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/Aug%20NBC-WSJ%20Filled-in%20_for%208-11-10%20release_.pdf
Democracy Corps (D)/CAF,2010-07-26,2010-07-29,2010-08-12 12:32:45,1000,Likely Voters,Phone,46,43,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-caf-8684,http://www.democracycorps.com/wp-content/files/cafdcor073010fq7.pdf,http://www.democracycorps.com/wp-content/files/cafdcor073010fq7.pdf
Quinnipiac,2010-07-13,2010-07-19,2010-07-21 07:28:41,2181,Registered Voters,Phone,49,45,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-8425,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1478,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1478
Politico / Penn Schoen Berland,2010-07-09,2010-07-14,2010-07-19 09:00:40,1011,Adults,Internet,48,47,5,http://elections.huffingtonpost.com/pollster/polls/politico-penn-schoen-berland-8376,http://www.politico.com/static/PPM136_100718_poll_report.html,http://www.politico.com/static/PPM136_100718_poll_report.html
Bloomberg,2010-07-09,2010-07-12,2010-07-14 09:11:58,1002,Adults,Phone,55,40,5,http://elections.huffingtonpost.com/pollster/polls/bloomberg-8312,http://media.bloomberg.com/bb/avfile/rWsk89LgYLDA,http://media.bloomberg.com/bb/avfile/rWsk89LgYLDA
USA Today/Gallup,2010-07-08,2010-07-11,2010-07-22 06:43:48,1020,Adults,Phone,52,44,4,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-8435,http://www.gallup.com/poll/141485/Bill-Clinton-Popular-Barack-Obama.aspx,http://www.gallup.com/poll/141485/Bill-Clinton-Popular-Barack-Obama.aspx
YouGov/Economist,2010-07-03,2010-07-06,2010-07-09 06:18:25,1000,Adults,Internet,47,49,4,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-8274,http://www.economist.com/blogs/democracyinamerica/2010/07/polling_0,http://www.economist.com/blogs/democracyinamerica/2010/07/polling_0
FOX,2010-06-29,2010-06-30,2010-07-02 12:58:11,900,Registered Voters,Phone,52,44,4,http://elections.huffingtonpost.com/pollster/polls/fox-8250,http://www.foxnews.com/projects/pdf/ObamaAfghan.pdf,http://www.foxnews.com/projects/pdf/ObamaAfghan.pdf
YouGov/Economist,2010-06-26,2010-06-29,2010-07-02 12:05:34,1000,Adults,Internet,46,46,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-8248,http://www.economist.com/blogs/democracyinamerica/2010/07/polling,http://www.economist.com/blogs/democracyinamerica/2010/07/polling
Marist College,2010-06-17,2010-06-24,2010-06-30 21:11:28,813,Registered Voters,Phone,50,43,7,http://elections.huffingtonpost.com/pollster/polls/marist-college-8239,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US100617/Obama_Oil_Spill/Complete%20June%2030,%202010%20USA%20Poll%20Release%20and%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US100617/Obama_Oil_Spill/Complete%20June%2030,%202010%20USA%20Poll%20Release%20and%20Tables.pdf"
Resurgent Republic (R),2010-06-20,2010-06-23,2010-07-07 14:55:31,1000,Registered Voters,Phone,49,45,5,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-8264,http://www.resurgentrepublic.com/system/assets/242/original/RR_June_Full_Toplines.pdf,http://www.resurgentrepublic.com/system/assets/242/original/RR_June_Full_Toplines.pdf
Democracy Corps (D),2010-06-19,2010-06-22,2010-07-08 11:31:38,1016,Likely Voters,Phone,49,40,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-8271,http://www.democracycorps.com/wp-content/files/dcor062210fq6.web_.pdf,http://www.democracycorps.com/wp-content/files/dcor062210fq6.web_.pdf
NBC/WSJ,2010-06-17,2010-06-21,2010-06-24 03:35:57,1000,Adults,Phone,47,40,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-8181,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/June_NBC_poll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/June_NBC_poll.pdf
Pew/National Journal,2010-06-10,2010-06-13,2010-06-15 09:27:18,1002,Adults,Phone,56,39,4,http://elections.huffingtonpost.com/pollster/polls/pew-national-journal-8104,http://people-press.org/reports/questionnaires/622.pdf,http://people-press.org/reports/questionnaires/622.pdf
USA Today/Gallup,2010-05-24,2010-05-25,2010-06-01 08:55:19,1049,Adults,Phone,54,43,3,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-8002,http://www.gallup.com/poll/138092/Obama-Favorability-Similar-Image-Pre-Healthcare-Vote.aspx,http://www.gallup.com/poll/138092/Obama-Favorability-Similar-Image-Pre-Healthcare-Vote.aspx
NBC/MSNBC/Telemundo,2010-05-20,2010-05-23,2010-05-26 08:08:35,700,Adults,Phone,47,38,,http://elections.huffingtonpost.com/pollster/polls/nbc-msnbc-telemundo-7965,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/NMT_final.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/NMT_final.pdf
AP-GfK,2010-05-07,2010-05-11,2010-05-13 11:51:19,1001,Adults,Phone,57,42,1,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-7868,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20May%202010%20topline_POLITICAL%20for%20posting.pdf,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20May%202010%20topline_POLITICAL%20for%20posting.pdf
NBC/WSJ,2010-05-06,2010-05-10,2010-05-12 21:25:41,1000,Adults,Phone,49,38,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-7858,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/100512_NBC_WSJ_Poll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/100512_NBC_WSJ_Poll.pdf
FOX,2010-05-04,2010-05-05,2010-05-12 11:59:24,900,Registered Voters,Phone,53,42,4,http://elections.huffingtonpost.com/pollster/polls/fox-7847,http://www.foxnews.com/projects/pdf/051210_electionpoll.pdf,http://www.foxnews.com/projects/pdf/051210_electionpoll.pdf
Resurgent Republic (R),2010-04-25,2010-04-27,2010-05-05 11:39:54,1000,Registered Voters,Phone,51,45,4,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-7783,http://www.resurgentrepublic.com/system/assets/187/original/RR_First_Anniversary_Toplines.pdf,http://www.resurgentrepublic.com/system/assets/187/original/RR_First_Anniversary_Toplines.pdf
ABC/Post,2010-04-22,2010-04-25,2010-04-28 05:11:48,1001,Adults,Phone,57,41,2,http://elections.huffingtonpost.com/pollster/polls/abc-post-7708,http://www.http://www.pollster.com/blogs/us_national_survey_abcpost_422.php.com/blogs/us_tea_party_palin_abcpost_248.php,http://www.http://www.pollster.com/blogs/us_national_survey_abcpost_422.php.com/blogs/us_tea_party_palin_abcpost_248.php
Democracy Corps (D),2010-04-17,2010-04-20,2010-04-27 12:09:21,1016,Likely Voters,Phone,49,40,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-7705,http://www.democracycorps.com/wp-content/files/dcor042010fq4.web_.pdf,http://www.democracycorps.com/wp-content/files/dcor042010fq4.web_.pdf
AP-GfK,2010-04-07,2010-04-12,2010-04-14 12:33:15,1001,Adults,Phone,55,44,1,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-7599,http://surveys.ap.org/data%5CGfK%5CAP-GfK%20Poll%20April%202010%20Release1%20041410.pdf,http://surveys.ap.org/data%5CGfK%5CAP-GfK%20Poll%20April%202010%20Release1%20041410.pdf
CBS/Times,2010-04-05,2010-04-12,2010-04-15 07:18:42,1580,Adults,Phone,43,33,17,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7606,http://www.pollster.com/blogs/us_national_survey_tea_party_c.php?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+pollster%2Fallcontent+%28Pollster.com+All+Content%29,http://www.pollster.com/blogs/us_national_survey_tea_party_c.php?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+pollster%2Fallcontent+%28Pollster.com+All+Content%29
CNN,2010-04-09,2010-04-11,2010-04-13 13:27:48,1008,Adults,Phone,57,41,2,http://elections.huffingtonpost.com/pollster/polls/cnn-7587,http://i2.cdn.turner.com/cnn/2010/images/04/13/rel7d.pdf,http://i2.cdn.turner.com/cnn/2010/images/04/13/rel7d.pdf
GWU (Lake/Tarrance),2010-04-05,2010-04-08,2010-04-14 07:41:19,1000,Likely Voters,Phone,54,42,5,http://elections.huffingtonpost.com/pollster/polls/gwu-lake-tarrance-7592,http://www.tarrance.com/wp-content/uploads/2010/04/Battleground-39-Questionnaire.pdf,http://www.tarrance.com/wp-content/uploads/2010/04/Battleground-39-Questionnaire.pdf
FOX,2010-04-06,2010-04-07,2010-04-08 14:11:07,900,Registered Voters,Phone,50,45,5,http://elections.huffingtonpost.com/pollster/polls/fox-7544,http://www.foxnews.com/projects/pdf/040810_Obama_HC_2010_web.pdf,http://www.foxnews.com/projects/pdf/040810_Obama_HC_2010_web.pdf
Marist College,2010-03-25,2010-03-29,2010-03-31 12:04:47,860,Registered Voters,Phone,53,41,6,http://elections.huffingtonpost.com/pollster/polls/marist-college-7481,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US100325/Obama_etc_Weds%203.31/Complete%20March%2031,%202010%20USA%20Poll%20Release%20and%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US100325/Obama_etc_Weds%203.31/Complete%20March%2031,%202010%20USA%20Poll%20Release%20and%20Tables.pdf"
YouGov/Economist,2010-03-20,2010-03-22,2010-03-26 13:47:54,1000,Adults,Internet,46,47,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7453,http://www.economist.com/blogs/democracyinamerica/2010/03/polling,http://www.economist.com/blogs/democracyinamerica/2010/03/polling
Bloomberg,2010-03-19,2010-03-22,2010-03-24 08:06:54,1002,Adults,Phone,53,42,5,http://elections.huffingtonpost.com/pollster/polls/bloomberg-7432,http://media.bloomberg.com/bb/avfile/r4sLY8wVrcjs,http://media.bloomberg.com/bb/avfile/r4sLY8wVrcjs
Quinnipiac,2010-03-16,2010-03-21,2010-03-25 05:35:02,1907,Registered Voters,Phone,47,47,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-7439,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1437,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1437
Democracy Corps (D)/Third Way (D),2010-03-15,2010-03-18,2010-03-23 12:47:04,1016,Likely Voters,Phone,49,40,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-third-way-d-7419,http://www.democracycorps.com/wp-content/files/dcor031810_web.pdf,http://www.democracycorps.com/wp-content/files/dcor031810_web.pdf
NBC/WSJ,2010-03-11,2010-03-14,2010-03-16 18:14:51,1000,Adults,Phone,50,38,11,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-7357,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/10156%20March%20Interview%20Schedule%20Final%202a.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/10156%20March%20Interview%20Schedule%20Final%202a.pdf
OnMessage (R-RNC),2010-03-09,2010-03-11,2010-03-19 08:54:12,1200,Likely Voters,Phone,47,47,,http://elections.huffingtonpost.com/pollster/polls/onmessage-r-rnc-7383,http://www.scribd.com/doc/28529330/RNC-Health-Care-Survey-3-17-10,http://www.scribd.com/doc/28529330/RNC-Health-Care-Survey-3-17-10
Pew Economic Policy Group,2010-03-04,2010-03-08,2010-03-25 14:22:42,1000,Likely Voters,Phone,52,44,3,http://elections.huffingtonpost.com/pollster/polls/pew-economic-policy-group-7445,http://www.pewfr.org/project_reports_detail?id=0031,http://www.pewfr.org/project_reports_detail?id=0031
Democracy Corps (D)/Third Way (D),2010-02-20,2010-02-24,2010-03-08 12:41:00,1001,Likely Voters,Phone,48,42,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-third-way-d-7306,http://www.democracycorps.com/wp-content/files/dcor022410fq.web_.pdf,http://www.democracycorps.com/wp-content/files/dcor022410fq.web_.pdf
CBS/Times,2010-02-05,2010-02-10,2010-02-11 16:18:25,1084,Adults,Phone,39,34,8,http://elections.huffingtonpost.com/pollster/polls/cbs-times-7137,http://www.pollster.com/blogs/us_national_survey_cbstimes_25.php,http://www.pollster.com/blogs/us_national_survey_cbstimes_25.php
YouGov/Economist,2010-02-07,2010-02-09,2010-02-12 13:38:07,1000,Adults,Internet,52,45,3,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-7142,http://www.economist.com/blogs/democracyinamerica/2010/02/economistyougov_poll,http://www.economist.com/blogs/democracyinamerica/2010/02/economistyougov_poll
Democracy Corps (D),2010-02-02,2010-02-04,2010-02-08 11:40:28,805,Likely Voters,Phone,49,40,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-7113,http://www.gqrr.com/articles/2425/5606_cc10020410fq1.pdf,http://www.gqrr.com/articles/2425/5606_cc10020410fq1.pdf
FOX,2010-02-02,2010-02-03,2010-02-04 14:43:43,900,Registered Voters,Phone,51,43,5,http://elections.huffingtonpost.com/pollster/polls/fox-7091,http://www.foxnews.com/projects/pdf/020410_Obama-Washington_web.pdf,http://www.foxnews.com/projects/pdf/020410_Obama-Washington_web.pdf
Marist College,2010-02-01,2010-02-03,2010-02-08 08:57:03,910,Registered Voters,Phone,50,44,6,http://elections.huffingtonpost.com/pollster/polls/marist-college-7110,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US100201/Obama/Complete%20February%208,%202010%20USA%20Poll%20Release%20and%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US100201/Obama/Complete%20February%208,%202010%20USA%20Poll%20Release%20and%20Tables.pdf"
NBC/WSJ,2010-01-23,2010-01-25,2010-01-26 19:55:44,800,Adults,Phone,52,34,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-7016,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/10049NBCWSJ.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/10049NBCWSJ.pdf
ABC/Post,2010-01-12,2010-01-15,2010-01-17 08:28:46,1083,Adults,Phone,58,40,2,http://elections.huffingtonpost.com/pollster/polls/abc-post-6900,http://www.pollster.com/blogs/us_national_survey_abcpost_112.php,http://www.pollster.com/blogs/us_national_survey_abcpost_112.php
NBC/WSJ,2010-01-10,2010-01-14,2010-01-19 20:24:45,1002,Adults,Phone,52,35,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-6925,http://www.pollster.com/blogs/us_national_survey_nbcwsj_1101.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_1101.php
YouGov/Economist,2010-01-06,2010-01-12,2010-01-15 08:34:56,1000,Adults,Internet,51,42,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-6890,http://www.economist.com/blogs/democracyinamerica/2010/01/obamas_first_year_charts_and_graphs,http://www.economist.com/blogs/democracyinamerica/2010/01/obamas_first_year_charts_and_graphs
Democracy Corps (D),2010-01-07,2010-01-11,2010-01-20 10:46:39,1200,Likely Voters,Phone,50,37,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-6934,http://www.democracycorps.com/wp-content/files/dcor011110fq1.web2_.pdf,http://www.democracycorps.com/wp-content/files/dcor011110fq1.web2_.pdf
NBC/WSJ,2009-12-11,2009-12-14,2009-12-16 16:29:36,1009,Adults,Phone,50,44,0,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-6742,http://www.pollster.com/blogs/us_national_survey_nbcwsj_1211.php,http://www.pollster.com/blogs/us_national_survey_nbcwsj_1211.php
USA Today/Gallup,2009-12-11,2009-12-13,2009-12-17 04:57:29,1025,Adults,Phone,56,42,2,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-6743,http://www.gallup.com/poll/124736/Palin-Favorable-Up-Slightly-Obama-Holds-Steady.aspx,http://www.gallup.com/poll/124736/Palin-Favorable-Up-Slightly-Obama-Holds-Steady.aspx
GWU (Lake/Tarrance),2009-12-06,2009-12-10,2009-12-16 07:15:06,1000,Likely Voters,Phone,57,40,3,http://elections.huffingtonpost.com/pollster/polls/gwu-lake-tarrance-6731,http://www.tarrance.com/Battleground-38-Questionnaire.pdf,http://www.tarrance.com/Battleground-38-Questionnaire.pdf
Bloomberg,2009-12-03,2009-12-07,2009-12-08 19:58:22,1000,Adults,Phone,58,38,4,http://elections.huffingtonpost.com/pollster/polls/bloomberg-6681,http://media.bloomberg.com/bb/avfile/rkt5pqJYr5tM,http://media.bloomberg.com/bb/avfile/rkt5pqJYr5tM
Marist College,2009-12-02,2009-12-07,2009-12-08 10:08:05,858,Registered Voters,Phone,55,41,4,http://elections.huffingtonpost.com/pollster/polls/marist-college-6678,http://maristpoll.marist.edu/wp-content/misc/usapolls/us091202/Obama_Economy/Complete%20December%208th%202009%20USA%20Poll%20Release%20and%20Tables.pdf,http://maristpoll.marist.edu/wp-content/misc/usapolls/us091202/Obama_Economy/Complete%20December%208th%202009%20USA%20Poll%20Release%20and%20Tables.pdf
Rasmussen,2009-11-24,2009-11-24,2009-11-25 08:50:13,800,Likely Voters,Automated Phone,48,51,1,http://elections.huffingtonpost.com/pollster/polls/rasmussen-6608,http://www.rasmussenreports.com/public_content/politics/elections2/election_2012/toplines/toplines_lou_dobbs_november_24_2009,http://www.rasmussenreports.com/public_content/politics/elections2/election_2012/toplines/toplines_lou_dobbs_november_24_2009
